go~[('https://www.nbcnews.com', 1)]
top~[('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1)]
stories~[('https://video.foxnews.com/', 1), ('https://www.foxnews.com/category/politics/senate', 1)]
in~[('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 2), ('http://www.theguardian.com/us', 2), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 2), ('https://www.nbcnews.com/politics/politics-news/gop-lawmaker-tweets-altered-anime-video-depicting-him-killing-ocasio-n1283527', 2), ('https://www.msnbc.com', 2), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.nbcnews.com/politics/white-house/biden-sell-infrastructure-law-visit-structurally-deficient-new-hampshire-bridge-n1283931', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/nsa-internet-of-things-rcna5469', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-signs-infrastructure-bill-rcna5590', 1), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.msnbc.com/the-reidout/will-biden-s-infrastructure-plan-fix-years-inequality-or-make-n1279428', 1)]
world~[('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 2), ('http://www.theguardian.com/us', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://video.foxnews.com/', 1)]
business~[('https://www.foxnews.com/category/world/environment', 1), ('https://www.foxnews.com/category/politics/senate', 1), ('https://www.huffpost.com/', 1), ('https://www.msnbc.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1)]
politics~[('https://www.foxnews.com/category/world/religion', 1), ('https://www.foxnews.com/category/politics/executive', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('https://www.epa.gov/newsreleases/epa-announces-water-infrastructure-funding-states-through-bipartisan-infrastructure', 1), ('https://www.foxnews.com/category/science/air-and-space', 1)]
health~[('https://www.foxnews.com/category/world/scandals', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('https://www.economist.com', 1), ('https://www.nbcnews.com', 1), ('https://www.whitehouse.gov/briefing-room/statements-releases/2021/07/28/fact-sheet-historic-bipartisan-infrastructure-deal/', 1)]
pop~[('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-signs-infrastructure-bill-rcna5590', 1), ('https://www.msnbc.com/reidoutblog', 1)]
culture~[('https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/david-duke-donald-trump-tucker-carlson-rcna3413', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/supreme-courts-mississippi-abortion-ignorance-doom-roe-rcna7463', 1), ('https://www.msnbc.com/the-reidout/watch/women-s-health-protection-act-codifying-roe-v-wade-into-law-advocated-for-by-rep-pressley-127678021922', 1)]
america~[('https://www.nbcnews.com', 1)]
is~[('https://www.msnbc.com', 2), ('https://www.foxnews.com', 1), ('https://video.foxnews.com/', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('http://www.theguardian.com/us', 1), ('https://www.economist.com', 1), ('https://www.foxnews.com/category/politics/executive', 1), ('https://www.foxnews.com/category/politics/senate', 1), ('https://www.huffpost.com/', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/democrats-cant-let-republicans-bully-religious-freedom-act-rcna7475', 1)]
watching~[('https://www.msnbc.com', 1)]
msnbc~[('https://www.nbcnews.com', 1), ('https://www.economist.com', 1)]
today~[('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('https://www.nbcnews.com', 1)]
get~[('https://www.economist.com', 1), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.nbcnews.com', 1)]
daily~[('https://www.foxnews.com/category/politics/executive', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/nsa-internet-of-things-rcna5469', 1)]
from~[('https://www.foxnews.com/category/science/air-and-space', 1), ('https://www.economist.com', 1), ('http://www.theguardian.com/us', 1), ('https://www.msnbc.com/msnbc/watch/amy-klobuchar-to-end-2020-presidential-campaign-endorse-joe-biden-79827013823', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/david-duke-donald-trump-tucker-carlson-rcna3413', 1), ('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('https://www.huffpost.com/', 1), ('https://www.nbcnews.com/politics/white-house/biden-sign-infrastructure-bill-marking-victory-hard-fought-legislative-battle-n1283910', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1)]
local~[('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1)]
reporters~[('https://video.foxnews.com/', 1)]
updates~[('http://www.theguardian.com/us', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/david-duke-donald-trump-tucker-carlson-rcna3413', 1), ('https://www.foxnews.com/category/world/environment', 1)]
with~[('https://www.foxnews.com/category/world/environment', 1), ('https://www.nbcnews.com/tech/tech-news/misinformation-thousand-cuts-varied-rigged-election-claims-circulate-n1247476', 1), ('https://video.foxnews.com/', 1), ('https://www.economist.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/supreme-courts-mississippi-abortion-ignorance-doom-roe-rcna7463', 1), ('http://www.theguardian.com/us', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.msnbc.com', 1), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258', 1)]
live~[('https://www.foxnews.com/category/world/religion', 1), ('https://video.foxnews.com/', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/ahmaud-arbery-trial-defense-attorney-black-pastors-rcna5339', 1)]
audio~[('https://www.foxnews.com/category/world/scandals', 1)]
video~[('https://www.msnbc.com/the-reidout/watch/women-s-health-protection-act-codifying-roe-v-wade-into-law-advocated-for-by-rep-pressley-127678021922', 2), ('https://www.foxnews.com/category/world/global-economy', 1), ('http://www.theguardian.com/us', 1)]
our~[('https://www.foxnews.com', 3), ('https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253', 1), ('https://www.foxnews.com/category/world/environment', 1), ('https://video.foxnews.com/', 1)]
team~[('https://www.foxbusiness.com/technology', 1)]
cnn~[('https://www.nbcnews.com', 1)]
on~[('https://www.msnbc.com/the-reidout/reidout-blog/david-duke-donald-trump-tucker-carlson-rcna3413', 3), ('https://www.foxnews.com/category/science/air-and-space', 2), ('http://www.theguardian.com/us', 2), ('https://www.foxnews.com', 1), ('https://www.msnbc.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.nbcnews.com/tech/tech-news/vaccine-misinformation-poised-spike-covid-shots-kids-roll-rcna4360', 1), ('https://www.huffpost.com/', 1), ('https://www.foxnews.com/category/politics/senate', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.nbcnews.com/politics/white-house/biden-sign-infrastructure-bill-marking-victory-hard-fought-legislative-battle-n1283910', 1), ('https://www.economist.com', 1), ('https://www.nbcnews.com/politics/congress/democrats-eye-friday-vote-biden-s-spending-bills-still-wrangling-n1283353', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('https://www.epa.gov/newsreleases/epa-announces-water-infrastructure-funding-states-through-bipartisan-infrastructure', 1)]
saturday~[('https://www.msnbc.com', 1)]
terminated~[('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1)]
host~[('https://www.huffpost.com/', 1)]
chris~[('https://www.foxnews.com/category/politics/senate', 1)]
cuomo~[('http://www.theguardian.com/us', 1)]
after~[('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.nbcnews.com/politics/politics-news/gop-lawmaker-tweets-altered-anime-video-depicting-him-killing-ocasio-n1283527', 1), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1)]
an~[('https://www.economist.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.whitehouse.gov/get-involved/', 1), ('https://www.nbcnews.com/politics/white-house/biden-sell-infrastructure-law-visit-structurally-deficient-new-hampshire-bridge-n1283931', 1)]
investigation~[('https://www.foxnews.com/category/politics/executive', 1)]
by~[('https://www.foxnews.com/category/science/air-and-space', 1), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1)]
new~[('https://video.foxnews.com/', 1), ('http://www.theguardian.com/us', 1), ('https://www.economist.com', 1), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258', 1), ('https://www.nbcnews.com', 1), ('https://www.msnbc.com', 1), ('https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253', 1)]
york~[('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1)]
attorney~[('http://www.theguardian.com/us', 1), ('https://www.msnbc.com', 1)]
general~[('https://www.foxnews.com/category/world/environment', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1)]
showed~[('https://www.foxnews.com/category/world/religion', 1)]
more~[('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.foxnews.com/category/world/environment', 1)]
detail~[('https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253', 1)]
how~[('https://www.foxbusiness.com/technology', 1), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.nbcnews.com', 1), ('https://www.foxnews.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/supreme-courts-mississippi-abortion-ignorance-doom-roe-rcna7463', 1), ('https://www.msnbc.com/the-reidout/will-biden-s-infrastructure-plan-fix-years-inequality-or-make-n1279428', 1)]
he~[('https://www.foxnews.com/category/science/air-and-space', 2), ('https://www.epa.gov/newsreleases/epa-announces-water-infrastructure-funding-states-through-bipartisan-infrastructure', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.foxbusiness.com/technology', 1)]
helped~[('https://www.msnbc.com/the-reidout/reidout-blog/biden-signs-infrastructure-bill-rcna5590', 1)]
his~[('https://www.msnbc.com/the-reidout/reidout-blog/supreme-courts-mississippi-abortion-ignorance-doom-roe-rcna7463', 1), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.kff.org/coronavirus-covid-19/dashboard/kff-covid-19-vaccine-monitor-dashboard/', 1)]
brother~[('https://www.msnbc.com/the-reidout/reidout-blog/david-duke-donald-trump-tucker-carlson-rcna3413', 1)]
former~[('https://www.nbcnews.com/tech/tech-news/vaccine-misinformation-poised-spike-covid-shots-kids-roll-rcna4360', 1), ('https://www.nbcnews.com', 1), ('https://www.foxnews.com/category/world/environment', 1)]
governor~[('https://www.nbcnews.com/politics/politics-news/gop-lawmaker-tweets-altered-anime-video-depicting-him-killing-ocasio-n1283527', 1)]
defend~[('https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258', 1)]
himself~[('https://www.msnbc.com/the-reidout/reidout-blog/democrats-cant-let-republicans-bully-religious-freedom-act-rcna7475', 1)]
against~[('https://www.nbcnews.com/politics/white-house/biden-sell-infrastructure-law-visit-structurally-deficient-new-hampshire-bridge-n1283931', 1)]
sexual~[('https://www.nbcnews.com/politics/white-house/biden-sign-infrastructure-bill-marking-victory-hard-fought-legislative-battle-n1283910', 1)]
misconduct~[('https://www.msnbc.com/the-reidout/watch/michigan-tells-majority-black-city-of-benton-harbor-not-to-drink-lead-laced-water-123401797648', 1)]
allegations~[('https://www.nbcnews.com/tech/tech-news/misinformation-thousand-cuts-varied-rigged-election-claims-circulate-n1247476', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-signs-infrastructure-bill-rcna5590', 1)]
read~[('https://www.nbcnews.com', 1), ('https://www.foxnews.com/category/world/environment', 1)]
headlines~[('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('https://www.foxnews.com/category/world/religion', 1)]
opinion~[('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('http://www.theguardian.com/us', 1)]
entertainment~[('https://www.foxnews.com/category/science/air-and-space', 1), ('https://www.huffpost.com/', 1)]
life~[('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.foxnews.com/category/world/environment', 1)]
perspectives~[('https://video.foxnews.com/', 1)]
senate~[('https://www.nbcnews.com', 1)]
us~[('https://www.foxnews.com', 1)]
sports~[('https://www.huffpost.com/', 1), ('https://www.foxbusiness.com/technology', 1), ('http://www.theguardian.com/us', 1), ('https://warnermediacareers.com/global/en/home', 1)]
analysis~[('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('https://www.huffpost.com/', 1)]
reviews~[('https://www.foxnews.com/category/politics/executive', 1)]
guardian~[('https://video.foxnews.com/', 1)]
s~[('https://www.nbcnews.com/politics/white-house/biden-sign-infrastructure-bill-marking-victory-hard-fought-legislative-battle-n1283910', 3), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://video.foxnews.com/', 1), ('http://www.theguardian.com/us', 1), ('https://www.msnbc.com', 1), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.huffpost.com/', 1), ('https://www.foxnews.com', 1), ('https://www.economist.com', 1), ('https://www.foxnews.com/category/politics/executive', 1), ('https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253', 1), ('https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/paul-gosar-tweet-alexandria-ocasio-cortez-cable-news-rcna5082', 1)]
leading~[('http://www.theguardian.com/us', 1), ('https://www.foxnews.com/category/science/air-and-space', 1)]
liberal~[('https://www.foxnews.com/category/world/environment', 1)]
voice~[('https://www.foxnews.com/category/world/religion', 1)]
second~[('https://www.msnbc.com', 1)]
time~[('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258', 1)]
this~[('https://www.huffpost.com/', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-signs-infrastructure-bill-rcna5590', 1), ('https://www.epa.gov/newsreleases/epa-announces-water-infrastructure-funding-states-through-bipartisan-infrastructure', 1), ('https://www.foxnews.com/category/world/environment', 1)]
week~[('https://www.foxnews.com/category/politics/senate', 1), ('https://www.foxnews.com', 1)]
a~[('https://www.huffpost.com/', 4), ('https://www.msnbc.com/the-reidout/reidout-blog/democrats-cant-let-republicans-bully-religious-freedom-act-rcna7475', 3), ('https://www.nbcnews.com/tech/tech-news/misinformation-thousand-cuts-varied-rigged-election-claims-circulate-n1247476', 3), ('https://www.nbcnews.com', 2), ('https://www.foxnews.com/category/politics/senate', 2), ('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 2), ('https://www.foxnews.com/category/world/religion', 2), ('http://www.theguardian.com/us', 1), ('https://www.foxnews.com/category/politics/executive', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.economist.com', 1), ('https://www.foxnews.com', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1)]
lawyer~[('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1)]
close~[('https://www.economist.com', 1)]
donald~[('https://www.foxnews.com/category/science/air-and-space', 1), ('https://www.economist.com', 1)]
trump~[('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.foxnews.com/category/politics/executive', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.msnbc.com/the-reidout/watch/women-s-health-protection-act-codifying-roe-v-wade-into-law-advocated-for-by-rep-pressley-127678021922', 1)]
has~[('https://video.foxnews.com/', 1), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 1), ('https://www.msnbc.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1)]
told~[('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('http://www.theguardian.com/us', 1)]
jan~[('http://www.theguardian.com/us', 1)]
committee~[('https://www.foxnews.com/category/world/environment', 1)]
that~[('https://www.foxnews.com/category/science/air-and-space', 2), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 2), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.nbcnews.com/politics/white-house/biden-s-big-infrastructure-ambitions-are-now-states-n1284258', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.nbcnews.com/tech/tech-news/vaccine-misinformation-poised-spike-covid-shots-kids-roll-rcna4360', 1), ('https://www.economist.com', 1), ('http://www.theguardian.com/us', 1), ('https://www.foxnews.com/category/world/environment', 1)]
will~[('http://www.theguardian.com/us', 2), ('https://www.foxnews.com/category/world/global-economy', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.msnbc.com', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.msnbc.com/the-reidout/watch/women-s-health-protection-act-codifying-roe-v-wade-into-law-advocated-for-by-rep-pressley-127678021922', 1)]
plead~[('https://www.nbcnews.com/politics/politics-news/first-big-tranche-infrastructure-dollars-heading-states-water-lead-pipes-n1285253', 1)]
fifth~[('https://www.foxbusiness.com/technology', 1)]
authoritative~[('https://www.nbcnews.com', 1)]
global~[('https://www.foxnews.com', 1), ('https://www.nbcnews.com', 1)]
economist~[('http://www.theguardian.com/us', 1)]
offers~[('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1)]
fair-minded~[('https://www.economist.com', 1)]
fact-checked~[('https://www.foxnews.com/category/politics/executive', 1)]
coverage~[('https://www.foxnews.com/category/science/air-and-space', 1)]
of~[('https://www.economist.com', 4), ('https://www.epa.gov/newsreleases/epa-announces-water-infrastructure-funding-states-through-bipartisan-infrastructure', 4), ('https://www.huffpost.com/', 3), ('https://www.nbcnews.com/news/us-news/cnn-fires-chris-cuomo-suspension-rcna7245', 2), ('https://www.msnbc.com', 2), ('https://www.msnbc.com/the-reidout/reidout-blog/judge-blocks-texas-social-media-law-rcna7563', 1), ('https://www.foxnews.com/category/world/environment', 1), ('http://www.theguardian.com/us', 1), ('https://www.foxbusiness.com/technology', 1), ('https://www.foxnews.com/category/world/religion', 1), ('https://www.foxnews.com/category/politics/senate', 1), ('https://www.msnbc.com/rachel-maddow-show/another-team-trump-lawyer-plead-fifth-jan-6-probe-n1285331', 1), ('https://www.foxnews.com', 1), ('https://www.foxnews.com/category/science/air-and-space', 1), ('https://www.foxnews.com/category/world/scandals', 1), ('https://www.foxnews.com/category/politics/executive', 1), ('https://www.msnbc.com/the-reidout/reidout-blog/biden-water-infrastructure-inequality-rcna7581', 1), ('https://www.msnbc.com/the-reidout/watch/michigan-tells-majority-black-city-of-benton-harbor-not-to-drink-lead-laced-water-123401797648', 1)]
economics~[('http://www.theguardian.com/us', 1)]
